,screen_name,text,is_quote,is_retweet,retweet_text
1552,UN_CYPRUS,"Achieving gender equality not only benefits women but will help in tackling climate change, boosting economic growth and achieving the #GlobalGoals.

More on what the @UN is doing to improve gender equality: https://t.co/AjdH95K2ZF https://t.co/8L74LOXcNC",FALSE,TRUE,"Achieving gender equality not only benefits women but will help in tackling climate change, boosting economic growth and achieving the #GlobalGoals.

More on what the @UN is doing to improve gender equality: https://t.co/AjdH95K2ZF https://t.co/8L74LOXcNC"
1571,UN_CYPRUS,"The ocean faces unprecedented threats due to human activity.

Restoring its ability to regulate the climate is a defining challenge.

Making peace with nature &amp; protecting our planet is the only way we will be able to ensure a sustainable future for humanity. #WorldMetDay https://t.co/vyMl7hbzHT",FALSE,TRUE,"The ocean faces unprecedented threats due to human activity.

Restoring its ability to regulate the climate is a defining challenge.

Making peace with nature &amp; protecting our planet is the only way we will be able to ensure a sustainable future for humanity. #WorldMetDay https://t.co/vyMl7hbzHT"
1572,UN_CYPRUS,".@USAmbCy, @UN_CYPRUS Elizabeth Spehar Special Representative of UN Secretary-General &amp; Head of #UNFICYP, and Co-Chairs of the Technical Committee on the Environment, Dr. Michael Loizides and Salih Gücel, discussed water scarcity in Cyprus.
#WorldWaterDay https://t.co/1nCvG0BtzL",FALSE,TRUE,".@USAmbCy, @UN_CYPRUS Elizabeth Spehar Special Representative of UN Secretary-General &amp; Head of #UNFICYP, and Co-Chairs of the Technical Committee on the Environment, Dr. Michael Loizides and Salih Gücel, discussed water scarcity in Cyprus.
#WorldWaterDay https://t.co/1nCvG0BtzL"
1574,UN_CYPRUS,"The UN marks #WorldMetDay on 23 March. This year's theme is 'The Ocean, our Climate and Weather'. 

@WMO experts are calling for lifesaving monitoring and early warning services that were interrupted by COVID-19 to be ramped up again. #OceanDecade 

https://t.co/9e4pXVdtUM",FALSE,TRUE,"The UN marks #WorldMetDay on 23 March. This year's theme is 'The Ocean, our Climate and Weather'. 

@WMO experts are calling for lifesaving monitoring and early warning services that were interrupted by COVID-19 to be ramped up again. #OceanDecade 

https://t.co/9e4pXVdtUM"
1575,UN_CYPRUS,"To mark #WorldWaterDay, top @UN official in #Cyprus, Elizabeth Spehar, met with US Ambassador Judith Garber &amp; Co-Chairs of the Technical Committee on Environment, Michael Loizides &amp; Salih Gücel, to discuss water scarcity &amp; possible cooperation to address the issue on the island. https://t.co/UNyUin9k15",FALSE,FALSE,NA
1583,UN_CYPRUS,"Access to water is a defence against ill-health, indignity and the challenges derived from the climate crisis.

This #WorldWaterDay, let's commit to intensifying global efforts so all may have equitable access to this most precious resource. https://t.co/afmY81U7Fv",FALSE,TRUE,"Access to water is a defence against ill-health, indignity and the challenges derived from the climate crisis.

This #WorldWaterDay, let's commit to intensifying global efforts so all may have equitable access to this most precious resource. https://t.co/afmY81U7Fv"
1597,UN_CYPRUS,"In order to address the triple crises:
🟢 Climate
🔵 Biodiversity
🟡 Pollution &amp; waste

“We need to stop transforming nature &amp; get on with transforming humankind’s relationship with nature.”

How to make #PeaceWithNature? Scientist Ivar Baste explains ⤵️

#ForNature https://t.co/MpiqA6WClB",FALSE,TRUE,"In order to address the triple crises:
🟢 Climate
🔵 Biodiversity
🟡 Pollution &amp; waste

“We need to stop transforming nature &amp; get on with transforming humankind’s relationship with nature.”

How to make #PeaceWithNature? Scientist Ivar Baste explains ⤵️

#ForNature https://t.co/MpiqA6WClB"
1605,UN_CYPRUS,"Pandemic 😷 recovery packages are a chance to accelerate action on the 3 planetary crises: climate, nature &amp; pollution. Countries have pledged to stimulate a green recovery, but too many are not keeping their promises.

🔺Head to our fleets to learn more #BuildBackGreener #ActNow https://t.co/PCLV38gEEH",FALSE,TRUE,"Pandemic 😷 recovery packages are a chance to accelerate action on the 3 planetary crises: climate, nature &amp; pollution. Countries have pledged to stimulate a green recovery, but too many are not keeping their promises.

🔺Head to our fleets to learn more #BuildBackGreener #ActNow https://t.co/PCLV38gEEH"
1618,UN_CYPRUS,"📣 Looking at climate change as an external threat conceals its immediate &amp; long-term impacts on women, peace and security. 

We need #ClimateAction now!  🌳🌳 #CSW65 #womenpeacesecurity https://t.co/PAJwiRzqVf",FALSE,TRUE,"📣 Looking at climate change as an external threat conceals its immediate &amp; long-term impacts on women, peace and security. 

We need #ClimateAction now!  🌳🌳 #CSW65 #womenpeacesecurity https://t.co/PAJwiRzqVf"
1622,UN_CYPRUS,"The deadline is coming for the #WorldWaterDay photo contest,  send us your photo soon!

The contest is co-organized by U.S. Embassy Cyprus, the Technical Committee on the Environment, and @UN_CYPRUS. Tell us why water is important to you and to the island:
https://t.co/fcjdqINgOv https://t.co/6miNyKvLRy",FALSE,TRUE,"The deadline is coming for the #WorldWaterDay photo contest,  send us your photo soon!

The contest is co-organized by U.S. Embassy Cyprus, the Technical Committee on the Environment, and @UN_CYPRUS. Tell us why water is important to you and to the island:
https://t.co/fcjdqINgOv https://t.co/6miNyKvLRy"
1627,UN_CYPRUS,"Fresh air, clean water and a livable climate are not infinite. 

Today, @UN adopted a landmark framework that changes how we view and value nature. 

Learn more about countries' agreement to go beyond GDP &amp; #MakeNatureCount!

https://t.co/zoYzbcXO0x https://t.co/VA9jycgi9s",FALSE,TRUE,"Fresh air, clean water and a livable climate are not infinite. 

Today, @UN adopted a landmark framework that changes how we view and value nature. 

Learn more about countries' agreement to go beyond GDP &amp; #MakeNatureCount!

https://t.co/zoYzbcXO0x https://t.co/VA9jycgi9s"
1628,UN_CYPRUS,"Our careless misuse of natural resources comes at a high cost, including the climate crisis, pollution &amp; mass extinction.

On Wednesday, countries at the UN decided to #MakeNatureCount in economic reporting to help measure and protect our natural capital. 
https://t.co/RZoj2FRPEM https://t.co/iQDgVZK0zd",FALSE,TRUE,"Our careless misuse of natural resources comes at a high cost, including the climate crisis, pollution &amp; mass extinction.

On Wednesday, countries at the UN decided to #MakeNatureCount in economic reporting to help measure and protect our natural capital. 
https://t.co/RZoj2FRPEM https://t.co/iQDgVZK0zd"
1629,UN_CYPRUS,"“Renewable energy is a key dimension of #ClimateAction &amp; is crucial for building a sustainable, prosperous and peaceful future.” 

At Wednesday's @UN_Energy event, @antonioguterres called for using #COVID19 recovery to build a sustainable economy driven by renewable energy. https://t.co/c84PkzlXzS",FALSE,TRUE,"“Renewable energy is a key dimension of #ClimateAction &amp; is crucial for building a sustainable, prosperous and peaceful future.” 

At Wednesday's @UN_Energy event, @antonioguterres called for using #COVID19 recovery to build a sustainable economy driven by renewable energy. https://t.co/c84PkzlXzS"
1630,UN_CYPRUS,"🔌 Green energy
🚆 Green transport
🏡 Green buildings
📈 Green research &amp; development
🌳 Natural capital

These policy areas can deliver the economic returns needed for a strong #COVID19 recovery while addressing environmental &amp; social concerns. https://t.co/JPRbzLi8y6 via @UNEP https://t.co/K8bIibo3Z0",FALSE,TRUE,"🔌 Green energy
🚆 Green transport
🏡 Green buildings
📈 Green research &amp; development
🌳 Natural capital

These policy areas can deliver the economic returns needed for a strong #COVID19 recovery while addressing environmental &amp; social concerns. https://t.co/JPRbzLi8y6 via @UNEP https://t.co/K8bIibo3Z0"
1673,UN_CYPRUS,"By measuring success in terms of GDP, we treat natural resources as free &amp; endless.

But we pay the price: climate crisis, pollution, mass extinction.

It's time to #MakeNatureCount, measuring our natural capital &amp; protecting it. https://t.co/g5QJDEqME0

https://t.co/JmRgR58XVT",FALSE,TRUE,"By measuring success in terms of GDP, we treat natural resources as free &amp; endless.

But we pay the price: climate crisis, pollution, mass extinction.

It's time to #MakeNatureCount, measuring our natural capital &amp; protecting it. https://t.co/g5QJDEqME0

https://t.co/JmRgR58XVT"
1677,UN_CYPRUS,"Today, I call on all governments, private companies &amp; local authorities to take 3 #ClimateAction steps:

Cancel all global coal projects in the pipeline.

End coal plant financing &amp; shift investment to renewable energy projects.

Jump-start a global effort to a just transition. https://t.co/lXEDjBDLGe",FALSE,TRUE,"Today, I call on all governments, private companies &amp; local authorities to take 3 #ClimateAction steps:

Cancel all global coal projects in the pipeline.

End coal plant financing &amp; shift investment to renewable energy projects.

Jump-start a global effort to a just transition. https://t.co/lXEDjBDLGe"
1682,UN_CYPRUS,"Today is #WorldSeagrassDay

Seagrass beds are a #ClimateAction ally, storing up to 18% of oceanic carbon.

But we lose a football field of seagrass beds every 30 minutes. 

How to restore seagrass in the Western Indian Ocean Region: https://t.co/Tr4wUMOUaT #GenerationRestoration https://t.co/ykTT9Kmb3S",FALSE,TRUE,"Today is #WorldSeagrassDay

Seagrass beds are a #ClimateAction ally, storing up to 18% of oceanic carbon.

But we lose a football field of seagrass beds every 30 minutes. 

How to restore seagrass in the Western Indian Ocean Region: https://t.co/Tr4wUMOUaT #GenerationRestoration https://t.co/ykTT9Kmb3S"
1685,UN_CYPRUS,"New research shows the crucial role of @UNESCO World Heritage marine sites in fighting climate change. 

Seagrass meadows &amp; mangroves, known as “blue carbon” ecosystems, are among the most effective carbon sinks  https://t.co/hBAF7wU3go #WorldSeagrassDay (pic via @BlueCarbonLab) https://t.co/dovDxB0Efq",FALSE,TRUE,"New research shows the crucial role of @UNESCO World Heritage marine sites in fighting climate change. 

Seagrass meadows &amp; mangroves, known as “blue carbon” ecosystems, are among the most effective carbon sinks  https://t.co/hBAF7wU3go #WorldSeagrassDay (pic via @BlueCarbonLab) https://t.co/dovDxB0Efq"
1689,UN_CYPRUS,"""Climate change is a threat to global security that can only be dealt with by unparalleled levels of global cooperation.""

This week, Sir David Attenborough spoke to the Security Council about the urgent need for #ClimateAction.  https://t.co/ANImLS38im https://t.co/Nx2VMJXqWu",FALSE,TRUE,"""Climate change is a threat to global security that can only be dealt with by unparalleled levels of global cooperation.""

This week, Sir David Attenborough spoke to the Security Council about the urgent need for #ClimateAction.  https://t.co/ANImLS38im https://t.co/Nx2VMJXqWu"
1699,UN_CYPRUS,"If you’re a #Youth4Climate leader making an impact in your community, we want to hear about it! 💚 Tell us about your work and you could earn the chance to rep your part of the world this Sep. in Milan, Italy! 🇮🇹 

Apply today: https://t.co/QFhOvY9I4Z #ClimateAction https://t.co/m9gpwtIl9g",FALSE,TRUE,"If you’re a #Youth4Climate leader making an impact in your community, we want to hear about it! 💚 Tell us about your work and you could earn the chance to rep your part of the world this Sep. in Milan, Italy! 🇮🇹 

Apply today: https://t.co/QFhOvY9I4Z #ClimateAction https://t.co/m9gpwtIl9g"
1701,UN_CYPRUS,"Join the @SDGaction Festival on 25-26 March 2021 to mobilize, inspire &amp; connect for the #GlobalGoals.

➡️ #ClimateAction
➡️ Gender Equality
➡️ Sustainable Finance
➡️ Poverty &amp; Inequality

Register now: https://t.co/ZlkyJjrTeo https://t.co/iQKO2NMLpK",FALSE,TRUE,"Join the @SDGaction Festival on 25-26 March 2021 to mobilize, inspire &amp; connect for the #GlobalGoals.

➡️ #ClimateAction
➡️ Gender Equality
➡️ Sustainable Finance
➡️ Poverty &amp; Inequality

Register now: https://t.co/ZlkyJjrTeo https://t.co/iQKO2NMLpK"
1704,UN_CYPRUS,"We need more for our fragile planet.

More
✅ Action
✅ Cooperation
✅ Finance
✅ Ambition
➕sustained commitment to tackle environmental crises &amp; rebuild societies ravaged by the global pandemic.

#UNEA5 action #ForNature ⤵️
https://t.co/3qIHWXf2Xt",FALSE,TRUE,"We need more for our fragile planet.

More
✅ Action
✅ Cooperation
✅ Finance
✅ Ambition
➕sustained commitment to tackle environmental crises &amp; rebuild societies ravaged by the global pandemic.

#UNEA5 action #ForNature ⤵️
https://t.co/3qIHWXf2Xt"
